temp,humidity,total_precip,cloud_cover,datetime
61.12,70.0,0.0,100.0,2015-10-01T00:00:00.000-04:00
60.11,69.0,0.0,100.0,2015-10-01T01:00:00.000-04:00
58.99,71.0,0.0,100.0,2015-10-01T02:00:00.000-04:00
57.68,74.0,0.0,100.0,2015-10-01T03:00:00.000-04:00
56.46,75.0,0.0,100.0,2015-10-01T04:00:00.000-04:00
55.48,76.0,0.0,100.0,2015-10-01T05:00:00.000-04:00
54.69,75.0,0.0,100.0,2015-10-01T06:00:00.000-04:00
54.62,64.0,0.0,100.0,2015-10-01T07:00:00.000-04:00
54.8,63.0,0.0,100.0,2015-10-01T08:00:00.000-04:00
55.72,62.0,0.0,100.0,2015-10-01T09:00:00.000-04:00
57.07,60.0,0.0,100.0,2015-10-01T10:00:00.000-04:00
58.15,59.0,0.0,100.0,2015-10-01T11:00:00.000-04:00
58.9,59.0,0.0,100.0,2015-10-01T12:00:00.000-04:00
59.64,59.0,0.0,100.0,2015-10-01T13:00:00.000-04:00
60.11,59.0,0.0,100.0,2015-10-01T14:00:00.000-04:00
60.42,59.0,0.0,100.0,2015-10-01T15:00:00.000-04:00
60.54,60.0,0.0,100.0,2015-10-01T16:00:00.000-04:00
60.61,60.0,0.0,100.0,2015-10-01T17:00:00.000-04:00
60.42,62.0,0.0,100.0,2015-10-01T18:00:00.000-04:00
60.22,63.0,0.0,100.0,2015-10-01T19:00:00.000-04:00
59.95,65.0,0.0,100.0,2015-10-01T20:00:00.000-04:00
59.14,68.0,0.0,100.0,2015-10-01T21:00:00.000-04:00
58.44,70.0,0.0,100.0,2015-10-01T22:00:00.000-04:00
58.06,70.0,0.0,100.0,2015-10-01T23:00:00.000-04:00
57.79,69.0,0.0,100.0,2015-10-02T00:00:00.000-04:00
57.1,68.0,0.0,100.0,2015-10-02T01:00:00.000-04:00
56.62,66.0,0.0,100.0,2015-10-02T02:00:00.000-04:00
56.26,63.0,0.0,100.0,2015-10-02T03:00:00.000-04:00
56.11,60.0,0.0,100.0,2015-10-02T04:00:00.000-04:00
55.86,57.0,0.0,100.0,2015-10-02T05:00:00.000-04:00
55.47,54.0,0.0,100.0,2015-10-02T06:00:00.000-04:00
52.75,67.0,0.2,100.0,2015-10-02T07:00:00.000-04:00
52.35,67.0,0.3,100.0,2015-10-02T08:00:00.000-04:00
52.03,68.0,0.3,100.0,2015-10-02T09:00:00.000-04:00
52.1,68.0,0.3,100.0,2015-10-02T10:00:00.000-04:00
52.64,67.0,0.2,100.0,2015-10-02T11:00:00.000-04:00
53.22,66.0,0.2,100.0,2015-10-02T12:00:00.000-04:00
53.31,67.0,0.3,100.0,2015-10-02T13:00:00.000-04:00
52.78,73.0,0.9,100.0,2015-10-02T14:00:00.000-04:00
52.33,78.0,1.7,100.0,2015-10-02T15:00:00.000-04:00
52.21,80.0,1.9,100.0,2015-10-02T16:00:00.000-04:00
52.01,82.0,1.7,100.0,2015-10-02T17:00:00.000-04:00
51.72,84.0,1.7,100.0,2015-10-02T18:00:00.000-04:00
51.6,84.0,1.5,100.0,2015-10-02T19:00:00.000-04:00
51.43,83.0,1.3,100.0,2015-10-02T20:00:00.000-04:00
51.25,82.0,0.8,100.0,2015-10-02T21:00:00.000-04:00
51.09,81.0,0.4,100.0,2015-10-02T22:00:00.000-04:00
50.52,84.0,1.2,100.0,2015-10-02T23:00:00.000-04:00
50.08,86.0,2.3,100.0,2015-10-03T00:00:00.000-04:00
49.81,88.0,2.1,100.0,2015-10-03T01:00:00.000-04:00
49.51,88.0,1.4,100.0,2015-10-03T02:00:00.000-04:00
49.11,88.0,1.3,100.0,2015-10-03T03:00:00.000-04:00
48.63,87.0,1.4,100.0,2015-10-03T04:00:00.000-04:00
47.98,87.0,1.1,100.0,2015-10-03T05:00:00.000-04:00
47.33,88.0,1.1,100.0,2015-10-03T06:00:00.000-04:00
49.08,82.0,0.1,100.0,2015-10-03T07:00:00.000-04:00
49.27,82.0,0.1,100.0,2015-10-03T08:00:00.000-04:00
49.45,82.0,0.1,100.0,2015-10-03T09:00:00.000-04:00
49.83,82.0,0.1,100.0,2015-10-03T10:00:00.000-04:00
49.92,82.0,0.0,100.0,2015-10-03T11:00:00.000-04:00
49.92,82.0,0.0,100.0,2015-10-03T12:00:00.000-04:00
50.07,82.0,0.0,100.0,2015-10-03T13:00:00.000-04:00
50.3,82.0,0.0,100.0,2015-10-03T14:00:00.000-04:00
50.64,81.0,0.0,100.0,2015-10-03T15:00:00.000-04:00
50.73,81.0,0.0,100.0,2015-10-03T16:00:00.000-04:00
50.57,82.0,0.0,100.0,2015-10-03T17:00:00.000-04:00
50.37,82.0,0.0,100.0,2015-10-03T18:00:00.000-04:00
50.53,82.0,0.0,100.0,2015-10-03T19:00:00.000-04:00
50.8,82.0,0.0,100.0,2015-10-03T20:00:00.000-04:00
51.06,82.0,0.0,100.0,2015-10-03T21:00:00.000-04:00
51.34,81.0,0.0,100.0,2015-10-03T22:00:00.000-04:00
51.69,80.0,0.0,100.0,2015-10-03T23:00:00.000-04:00
52.03,79.0,0.0,100.0,2015-10-04T00:00:00.000-04:00
52.24,79.0,0.0,100.0,2015-10-04T01:00:00.000-04:00
52.33,80.0,0.0,100.0,2015-10-04T02:00:00.000-04:00
52.37,81.0,0.0,100.0,2015-10-04T03:00:00.000-04:00
52.24,82.0,0.0,100.0,2015-10-04T04:00:00.000-04:00
51.99,83.0,0.0,100.0,2015-10-04T05:00:00.000-04:00
51.83,84.0,0.0,100.0,2015-10-04T06:00:00.000-04:00
53.0,73.0,0.0,100.0,2015-10-04T07:00:00.000-04:00
54.48,70.0,0.0,100.0,2015-10-04T08:00:00.000-04:00
55.7,66.0,0.0,100.0,2015-10-04T09:00:00.000-04:00
55.39,65.0,0.0,100.0,2015-10-04T10:00:00.000-04:00
54.8,65.0,0.0,100.0,2015-10-04T11:00:00.000-04:00
54.58,64.0,0.0,100.0,2015-10-04T12:00:00.000-04:00
55.21,63.0,0.0,100.0,2015-10-04T13:00:00.000-04:00
56.6,61.0,0.0,100.0,2015-10-04T14:00:00.000-04:00
59.37,58.0,0.0,47.0,2015-10-04T15:00:00.000-04:00
59.79,57.0,0.0,42.0,2015-10-04T16:00:00.000-04:00
59.08,56.0,0.0,100.0,2015-10-04T17:00:00.000-04:00
57.79,57.0,0.0,23.0,2015-10-04T18:00:00.000-04:00
56.98,58.0,0.0,10.0,2015-10-04T19:00:00.000-04:00
55.47,60.0,0.0,0.6,2015-10-04T20:00:00.000-04:00
54.4,63.0,0.0,0.0,2015-10-04T21:00:00.000-04:00
53.27,66.0,0.0,12.6,2015-10-04T22:00:00.000-04:00
52.14,68.0,0.0,17.7,2015-10-04T23:00:00.000-04:00
50.93,69.0,0.0,18.6,2015-10-05T00:00:00.000-04:00
49.9,69.0,0.0,21.0,2015-10-05T01:00:00.000-04:00
49.0,69.0,0.0,72.0,2015-10-05T02:00:00.000-04:00
48.61,69.0,0.0,100.0,2015-10-05T03:00:00.000-04:00
48.27,72.0,0.0,100.0,2015-10-05T04:00:00.000-04:00
47.89,75.0,0.0,100.0,2015-10-05T05:00:00.000-04:00
47.42,77.0,0.0,87.0,2015-10-05T06:00:00.000-04:00
50.68,75.0,0.0,100.0,2015-10-05T07:00:00.000-04:00
52.26,72.0,0.0,100.0,2015-10-05T08:00:00.000-04:00
55.0,68.0,0.0,10.0,2015-10-05T09:00:00.000-04:00
57.79,64.0,0.0,28.0,2015-10-05T10:00:00.000-04:00
60.49,60.0,0.0,11.0,2015-10-05T11:00:00.000-04:00
61.86,59.0,0.0,29.0,2015-10-05T12:00:00.000-04:00
62.88,58.0,0.0,10.0,2015-10-05T13:00:00.000-04:00
63.71,56.0,0.0,12.0,2015-10-05T14:00:00.000-04:00
64.11,54.0,0.0,10.0,2015-10-05T15:00:00.000-04:00
64.02,54.0,0.0,13.0,2015-10-05T16:00:00.000-04:00
63.53,55.0,0.0,10.0,2015-10-05T17:00:00.000-04:00
61.91,58.0,0.0,10.0,2015-10-05T18:00:00.000-04:00
61.62,58.0,0.0,1.0,2015-10-05T19:00:00.000-04:00
60.69,60.0,0.0,3.0,2015-10-05T20:00:00.000-04:00
59.88,62.0,0.0,1.0,2015-10-05T21:00:00.000-04:00
58.96,63.0,0.0,1.0,2015-10-05T22:00:00.000-04:00
58.02,65.0,0.0,1.0,2015-10-05T23:00:00.000-04:00
56.91,68.0,0.0,45.0,2015-10-06T00:00:00.000-04:00
55.84,70.0,0.0,21.0,2015-10-06T01:00:00.000-04:00
54.84,73.0,0.0,0.0,2015-10-06T02:00:00.000-04:00
53.9,75.0,0.0,0.0,2015-10-06T03:00:00.000-04:00
53.02,77.0,0.0,0.0,2015-10-06T04:00:00.000-04:00
52.39,78.0,0.0,0.0,2015-10-06T05:00:00.000-04:00
51.76,80.0,0.0,0.0,2015-10-06T06:00:00.000-04:00
51.25,83.0,0.0,0.0,2015-10-06T07:00:00.000-04:00
56.19,71.0,0.0,0.0,2015-10-06T08:00:00.000-04:00
60.65,62.0,0.0,0.0,2015-10-06T09:00:00.000-04:00
64.61,53.0,0.0,0.0,2015-10-06T10:00:00.000-04:00
67.4,46.0,0.0,1.0,2015-10-06T11:00:00.000-04:00
69.7,42.0,0.0,5.0,2015-10-06T12:00:00.000-04:00
71.4,40.0,0.0,2.0,2015-10-06T13:00:00.000-04:00
72.51,40.0,0.0,25.0,2015-10-06T14:00:00.000-04:00
72.78,42.0,0.0,28.0,2015-10-06T15:00:00.000-04:00
72.21,44.0,0.0,29.0,2015-10-06T16:00:00.000-04:00
70.73,48.0,0.0,0.0,2015-10-06T17:00:00.000-04:00
68.8,53.0,0.0,1.0,2015-10-06T18:00:00.000-04:00
67.87,55.0,0.0,1.2,2015-10-06T19:00:00.000-04:00
66.91,58.0,0.0,10.8,2015-10-06T20:00:00.000-04:00
65.85,61.0,0.0,19.8,2015-10-06T21:00:00.000-04:00
64.81,64.0,0.0,30.0,2015-10-06T22:00:00.000-04:00
63.94,67.0,0.0,59.0,2015-10-06T23:00:00.000-04:00
62.95,70.0,0.0,100.0,2015-10-07T00:00:00.000-04:00
61.84,73.0,0.0,100.0,2015-10-07T01:00:00.000-04:00
60.6,76.0,0.0,100.0,2015-10-07T02:00:00.000-04:00
59.61,79.0,0.0,100.0,2015-10-07T03:00:00.000-04:00
58.85,82.0,0.0,100.0,2015-10-07T04:00:00.000-04:00
58.38,83.0,0.0,100.0,2015-10-07T05:00:00.000-04:00
57.99,84.0,0.0,100.0,2015-10-07T06:00:00.000-04:00
57.59,81.0,0.0,6.0,2015-10-07T07:00:00.000-04:00
60.31,76.0,0.0,0.0,2015-10-07T08:00:00.000-04:00
63.17,68.0,0.0,0.0,2015-10-07T09:00:00.000-04:00
65.69,61.0,0.0,0.0,2015-10-07T10:00:00.000-04:00
67.62,56.0,0.0,0.0,2015-10-07T11:00:00.000-04:00
69.29,53.0,0.0,0.0,2015-10-07T12:00:00.000-04:00
70.57,52.0,0.0,0.0,2015-10-07T13:00:00.000-04:00
71.41,49.0,0.0,0.0,2015-10-07T14:00:00.000-04:00
71.63,49.0,0.0,0.0,2015-10-07T15:00:00.000-04:00
71.14,48.0,0.0,0.0,2015-10-07T16:00:00.000-04:00
69.7,50.0,0.0,0.0,2015-10-07T17:00:00.000-04:00
67.72,54.0,0.0,0.0,2015-10-07T18:00:00.000-04:00
66.28,57.0,0.0,0.0,2015-10-07T19:00:00.000-04:00
64.95,60.0,0.0,0.0,2015-10-07T20:00:00.000-04:00
63.73,63.0,0.0,0.0,2015-10-07T21:00:00.000-04:00
62.5,65.0,0.0,0.0,2015-10-07T22:00:00.000-04:00
61.3,68.0,0.0,0.0,2015-10-07T23:00:00.000-04:00
60.15,70.0,0.0,0.0,2015-10-08T00:00:00.000-04:00
59.12,72.0,0.0,0.0,2015-10-08T01:00:00.000-04:00
58.24,74.0,0.0,0.0,2015-10-08T02:00:00.000-04:00
57.7,76.0,0.0,0.0,2015-10-08T03:00:00.000-04:00
57.37,76.0,0.0,0.0,2015-10-08T04:00:00.000-04:00
56.73,78.0,0.0,0.0,2015-10-08T05:00:00.000-04:00
55.84,80.0,0.0,0.0,2015-10-08T06:00:00.000-04:00
55.41,92.0,0.0,24.0,2015-10-08T07:00:00.000-04:00
59.35,82.0,0.0,2.0,2015-10-08T08:00:00.000-04:00
62.92,72.0,0.0,0.6,2015-10-08T09:00:00.000-04:00
65.98,64.0,0.0,0.0,2015-10-08T10:00:00.000-04:00
67.81,59.0,0.0,10.0,2015-10-08T11:00:00.000-04:00
69.27,57.0,0.0,10.0,2015-10-08T12:00:00.000-04:00
70.24,55.0,0.0,10.0,2015-10-08T13:00:00.000-04:00
70.69,55.0,0.0,10.0,2015-10-08T14:00:00.000-04:00
70.51,56.0,0.0,10.0,2015-10-08T15:00:00.000-04:00
69.4,58.0,0.0,10.0,2015-10-08T16:00:00.000-04:00
68.08,62.0,0.0,10.0,2015-10-08T17:00:00.000-04:00
65.71,68.0,0.0,13.0,2015-10-08T18:00:00.000-04:00
63.67,75.0,0.0,26.0,2015-10-08T19:00:00.000-04:00
61.98,81.0,0.0,25.0,2015-10-08T20:00:00.000-04:00
60.7,86.0,0.0,92.0,2015-10-08T21:00:00.000-04:00
60.49,88.0,0.0,100.0,2015-10-08T22:00:00.000-04:00
59.91,92.0,0.0,100.0,2015-10-08T23:00:00.000-04:00
59.68,94.0,0.0,100.0,2015-10-09T00:00:00.000-04:00
59.98,94.0,0.0,100.0,2015-10-09T01:00:00.000-04:00
60.31,95.0,0.0,100.0,2015-10-09T02:00:00.000-04:00
60.6,95.0,0.0,100.0,2015-10-09T03:00:00.000-04:00
60.92,95.0,0.0,100.0,2015-10-09T04:00:00.000-04:00
60.99,96.0,0.0,100.0,2015-10-09T05:00:00.000-04:00
60.99,94.0,0.0,100.0,2015-10-09T06:00:00.000-04:00
59.8,95.0,0.0,20.0,2015-10-09T07:00:00.000-04:00
63.46,85.0,0.0,0.0,2015-10-09T08:00:00.000-04:00
65.47,80.0,0.1,10.0,2015-10-09T09:00:00.000-04:00
69.38,72.0,0.0,0.0,2015-10-09T10:00:00.000-04:00
72.98,67.0,0.0,0.0,2015-10-09T11:00:00.000-04:00
76.26,61.0,0.0,0.0,2015-10-09T12:00:00.000-04:00
78.36,58.0,0.0,74.0,2015-10-09T13:00:00.000-04:00
77.12,60.0,0.5,91.0,2015-10-09T14:00:00.000-04:00
76.58,59.0,0.2,84.0,2015-10-09T15:00:00.000-04:00
76.2,60.0,0.0,32.0,2015-10-09T16:00:00.000-04:00
75.54,62.0,0.0,30.0,2015-10-09T17:00:00.000-04:00
73.61,66.0,0.0,100.0,2015-10-09T18:00:00.000-04:00
72.06,69.0,0.0,100.0,2015-10-09T19:00:00.000-04:00
70.68,72.0,0.0,30.0,2015-10-09T20:00:00.000-04:00
68.37,74.0,0.0,30.0,2015-10-09T21:00:00.000-04:00
65.94,72.0,0.0,3.6,2015-10-09T22:00:00.000-04:00
63.12,67.0,0.0,0.9,2015-10-09T23:00:00.000-04:00
59.97,65.0,0.0,1.8,2015-10-10T00:00:00.000-04:00
57.25,66.0,0.0,0.0,2015-10-10T01:00:00.000-04:00
54.96,68.0,0.0,0.0,2015-10-10T02:00:00.000-04:00
53.14,70.0,0.0,0.0,2015-10-10T03:00:00.000-04:00
51.61,71.0,0.0,0.0,2015-10-10T04:00:00.000-04:00
50.37,71.0,0.0,0.0,2015-10-10T05:00:00.000-04:00
49.27,72.0,0.0,0.0,2015-10-10T06:00:00.000-04:00
50.68,68.0,0.0,0.3,2015-10-10T07:00:00.000-04:00
52.28,61.0,0.0,0.0,2015-10-10T08:00:00.000-04:00
53.9,54.0,0.0,0.0,2015-10-10T09:00:00.000-04:00
55.86,48.0,0.0,0.0,2015-10-10T10:00:00.000-04:00
57.73,44.0,0.0,0.0,2015-10-10T11:00:00.000-04:00
59.48,40.0,0.0,0.0,2015-10-10T12:00:00.000-04:00
60.7,37.0,0.0,0.0,2015-10-10T13:00:00.000-04:00
61.55,37.0,0.0,0.0,2015-10-10T14:00:00.000-04:00
61.87,37.0,0.0,0.0,2015-10-10T15:00:00.000-04:00
61.59,36.0,0.0,0.0,2015-10-10T16:00:00.000-04:00
60.56,38.0,0.0,0.0,2015-10-10T17:00:00.000-04:00
59.16,42.0,0.0,0.0,2015-10-10T18:00:00.000-04:00
57.9,45.0,0.0,0.0,2015-10-10T19:00:00.000-04:00
56.47,49.0,0.0,0.0,2015-10-10T20:00:00.000-04:00
55.2,52.0,0.0,0.0,2015-10-10T21:00:00.000-04:00
54.03,55.0,0.0,0.0,2015-10-10T22:00:00.000-04:00
53.02,58.0,0.0,1.2,2015-10-10T23:00:00.000-04:00
52.05,61.0,0.0,0.6,2015-10-11T00:00:00.000-04:00
51.27,63.0,0.0,0.0,2015-10-11T01:00:00.000-04:00
50.59,65.0,0.0,0.0,2015-10-11T02:00:00.000-04:00
49.96,67.0,0.0,2.4,2015-10-11T03:00:00.000-04:00
49.31,70.0,0.0,2.1,2015-10-11T04:00:00.000-04:00
48.7,72.0,0.0,0.3,2015-10-11T05:00:00.000-04:00
48.1,73.0,0.0,1.5,2015-10-11T06:00:00.000-04:00
49.31,72.0,0.0,6.3,2015-10-11T07:00:00.000-04:00
53.16,65.0,0.0,18.9,2015-10-11T08:00:00.000-04:00
57.73,55.0,0.0,30.0,2015-10-11T09:00:00.000-04:00
61.1,48.0,0.0,30.0,2015-10-11T10:00:00.000-04:00
63.48,43.0,0.0,30.0,2015-10-11T11:00:00.000-04:00
65.49,40.0,0.0,10.5,2015-10-11T12:00:00.000-04:00
66.95,39.0,0.0,0.0,2015-10-11T13:00:00.000-04:00
67.96,38.0,0.0,0.0,2015-10-11T14:00:00.000-04:00
68.32,39.0,0.0,0.0,2015-10-11T15:00:00.000-04:00
67.8,40.0,0.0,0.0,2015-10-11T16:00:00.000-04:00
66.1,44.0,0.0,0.0,2015-10-11T17:00:00.000-04:00
63.82,49.0,0.0,0.0,2015-10-11T18:00:00.000-04:00
62.36,52.0,0.0,0.0,2015-10-11T19:00:00.000-04:00
61.23,55.0,0.0,0.0,2015-10-11T20:00:00.000-04:00
60.49,56.0,0.0,0.0,2015-10-11T21:00:00.000-04:00
59.95,57.0,0.0,0.0,2015-10-11T22:00:00.000-04:00
59.28,57.0,0.0,0.0,2015-10-11T23:00:00.000-04:00
58.35,58.0,0.0,0.0,2015-10-12T00:00:00.000-04:00
57.43,59.0,0.0,0.0,2015-10-12T01:00:00.000-04:00
56.65,59.0,0.0,0.0,2015-10-12T02:00:00.000-04:00
56.01,60.0,0.0,0.0,2015-10-12T03:00:00.000-04:00
55.34,61.0,0.0,0.0,2015-10-12T04:00:00.000-04:00
54.73,63.0,0.0,0.0,2015-10-12T05:00:00.000-04:00
54.08,65.0,0.0,0.0,2015-10-12T06:00:00.000-04:00
50.91,77.0,0.0,2.0,2015-10-12T07:00:00.000-04:00
54.96,70.0,0.0,0.0,2015-10-12T08:00:00.000-04:00
60.22,63.0,0.0,0.0,2015-10-12T09:00:00.000-04:00
65.37,56.0,0.0,0.0,2015-10-12T10:00:00.000-04:00
69.38,47.0,0.0,0.0,2015-10-12T11:00:00.000-04:00
71.61,41.0,0.0,0.0,2015-10-12T12:00:00.000-04:00
72.75,39.0,0.0,0.0,2015-10-12T13:00:00.000-04:00
73.21,37.0,0.0,0.0,2015-10-12T14:00:00.000-04:00
72.73,39.0,0.0,0.0,2015-10-12T15:00:00.000-04:00
71.4,42.0,0.0,1.0,2015-10-12T16:00:00.000-04:00
69.06,48.0,0.0,7.0,2015-10-12T17:00:00.000-04:00
66.43,55.0,0.0,30.0,2015-10-12T18:00:00.000-04:00
65.46,60.0,0.0,100.0,2015-10-12T19:00:00.000-04:00
64.45,64.0,0.0,100.0,2015-10-12T20:00:00.000-04:00
63.76,68.0,0.0,100.0,2015-10-12T21:00:00.000-04:00
63.21,71.0,0.0,100.0,2015-10-12T22:00:00.000-04:00
62.7,74.0,0.0,100.0,2015-10-12T23:00:00.000-04:00
62.29,77.0,0.0,100.0,2015-10-13T00:00:00.000-04:00
61.87,81.0,0.0,100.0,2015-10-13T01:00:00.000-04:00
61.51,85.0,0.0,100.0,2015-10-13T02:00:00.000-04:00
60.61,91.0,0.0,23.0,2015-10-13T03:00:00.000-04:00
60.4,95.0,0.0,100.0,2015-10-13T04:00:00.000-04:00
60.58,96.0,0.0,100.0,2015-10-13T05:00:00.000-04:00
60.96,96.0,0.0,100.0,2015-10-13T06:00:00.000-04:00
58.87,95.0,0.0,100.0,2015-10-13T07:00:00.000-04:00
61.32,91.0,0.0,100.0,2015-10-13T08:00:00.000-04:00
64.02,83.0,0.0,100.0,2015-10-13T09:00:00.000-04:00
67.44,75.0,0.0,56.0,2015-10-13T10:00:00.000-04:00
70.57,70.0,0.0,1.0,2015-10-13T11:00:00.000-04:00
73.05,64.0,0.0,10.0,2015-10-13T12:00:00.000-04:00
74.6,60.0,0.0,3.0,2015-10-13T13:00:00.000-04:00
73.7,61.0,0.0,100.0,2015-10-13T14:00:00.000-04:00
72.4,64.0,0.0,100.0,2015-10-13T15:00:00.000-04:00
71.07,67.0,0.3,74.0,2015-10-13T16:00:00.000-04:00
69.52,68.0,0.0,10.0,2015-10-13T17:00:00.000-04:00
67.47,71.0,0.0,0.0,2015-10-13T18:00:00.000-04:00
66.1,74.0,0.0,0.0,2015-10-13T19:00:00.000-04:00
64.93,75.0,0.0,25.0,2015-10-13T20:00:00.000-04:00
64.97,74.0,0.0,100.0,2015-10-13T21:00:00.000-04:00
64.65,72.0,0.0,100.0,2015-10-13T22:00:00.000-04:00
62.76,71.0,0.0,0.0,2015-10-13T23:00:00.000-04:00
60.7,67.0,0.0,0.0,2015-10-14T00:00:00.000-04:00
58.81,64.0,0.0,0.0,2015-10-14T01:00:00.000-04:00
57.0,65.0,0.0,0.0,2015-10-14T02:00:00.000-04:00
55.54,68.0,0.0,0.0,2015-10-14T03:00:00.000-04:00
54.3,71.0,0.0,36.0,2015-10-14T04:00:00.000-04:00
53.79,72.0,0.0,100.0,2015-10-14T05:00:00.000-04:00
53.63,73.0,0.0,100.0,2015-10-14T06:00:00.000-04:00
53.5,83.0,0.0,100.0,2015-10-14T07:00:00.000-04:00
56.65,74.0,0.0,100.0,2015-10-14T08:00:00.000-04:00
60.09,66.0,0.0,98.0,2015-10-14T09:00:00.000-04:00
63.13,60.0,0.0,20.0,2015-10-14T10:00:00.000-04:00
65.1,55.0,0.0,1.0,2015-10-14T11:00:00.000-04:00
65.31,53.0,0.0,7.0,2015-10-14T12:00:00.000-04:00
65.65,52.0,0.0,100.0,2015-10-14T13:00:00.000-04:00
65.65,52.0,0.0,100.0,2015-10-14T14:00:00.000-04:00
65.11,53.0,0.0,100.0,2015-10-14T15:00:00.000-04:00
64.29,54.0,0.0,100.0,2015-10-14T16:00:00.000-04:00
63.22,56.0,0.0,100.0,2015-10-14T17:00:00.000-04:00
61.86,58.0,0.0,29.0,2015-10-14T18:00:00.000-04:00
60.58,59.0,0.0,100.0,2015-10-14T19:00:00.000-04:00
59.25,59.0,0.0,10.0,2015-10-14T20:00:00.000-04:00
57.9,59.0,0.0,10.0,2015-10-14T21:00:00.000-04:00
56.78,58.0,0.0,10.0,2015-10-14T22:00:00.000-04:00
55.86,58.0,0.0,100.0,2015-10-14T23:00:00.000-04:00
55.03,59.0,0.0,100.0,2015-10-15T00:00:00.000-04:00
54.26,60.0,0.0,100.0,2015-10-15T01:00:00.000-04:00
53.41,62.0,0.0,100.0,2015-10-15T02:00:00.000-04:00
52.75,63.0,0.0,100.0,2015-10-15T03:00:00.000-04:00
52.17,63.0,0.0,100.0,2015-10-15T04:00:00.000-04:00
51.56,64.0,0.0,100.0,2015-10-15T05:00:00.000-04:00
50.88,64.0,0.0,100.0,2015-10-15T06:00:00.000-04:00
49.02,84.0,0.0,0.0,2015-10-15T07:00:00.000-04:00
52.35,74.0,0.0,0.0,2015-10-15T08:00:00.000-04:00
55.38,60.0,0.0,0.0,2015-10-15T09:00:00.000-04:00
57.61,52.0,0.0,0.0,2015-10-15T10:00:00.000-04:00
59.41,48.0,0.0,0.0,2015-10-15T11:00:00.000-04:00
61.08,45.0,0.0,0.0,2015-10-15T12:00:00.000-04:00
62.31,42.0,0.0,0.0,2015-10-15T13:00:00.000-04:00
63.15,42.0,0.0,0.0,2015-10-15T14:00:00.000-04:00
63.4,41.0,0.0,0.0,2015-10-15T15:00:00.000-04:00
62.88,42.0,0.0,0.0,2015-10-15T16:00:00.000-04:00
61.55,44.0,0.0,0.0,2015-10-15T17:00:00.000-04:00
59.79,48.0,0.0,0.0,2015-10-15T18:00:00.000-04:00
58.42,52.0,0.0,0.0,2015-10-15T19:00:00.000-04:00
57.16,55.0,0.0,0.0,2015-10-15T20:00:00.000-04:00
56.28,57.0,0.0,0.0,2015-10-15T21:00:00.000-04:00
55.45,58.0,0.0,0.0,2015-10-15T22:00:00.000-04:00
54.93,59.0,0.0,0.0,2015-10-15T23:00:00.000-04:00
54.49,59.0,0.0,3.0,2015-10-16T00:00:00.000-04:00
54.21,59.0,0.0,12.0,2015-10-16T01:00:00.000-04:00
54.39,59.0,0.0,100.0,2015-10-16T02:00:00.000-04:00
54.3,60.0,0.0,79.0,2015-10-16T03:00:00.000-04:00
54.19,60.0,0.0,100.0,2015-10-16T04:00:00.000-04:00
54.06,62.0,0.0,100.0,2015-10-16T05:00:00.000-04:00
53.36,65.0,0.0,100.0,2015-10-16T06:00:00.000-04:00
53.29,65.0,0.0,13.0,2015-10-16T07:00:00.000-04:00
55.57,62.0,0.0,0.0,2015-10-16T08:00:00.000-04:00
58.36,56.0,0.0,0.0,2015-10-16T09:00:00.000-04:00
60.78,49.0,0.0,0.0,2015-10-16T10:00:00.000-04:00
62.67,43.0,0.0,0.0,2015-10-16T11:00:00.000-04:00
63.91,37.0,0.0,0.0,2015-10-16T12:00:00.000-04:00
64.63,36.0,0.0,0.0,2015-10-16T13:00:00.000-04:00
64.84,36.0,0.0,0.0,2015-10-16T14:00:00.000-04:00
64.48,38.0,0.0,10.0,2015-10-16T15:00:00.000-04:00
63.21,38.0,0.0,10.0,2015-10-16T16:00:00.000-04:00
62.11,39.0,0.0,10.0,2015-10-16T17:00:00.000-04:00
60.02,43.0,0.0,0.0,2015-10-16T18:00:00.000-04:00
58.24,47.0,0.0,0.0,2015-10-16T19:00:00.000-04:00
56.53,50.0,0.0,0.0,2015-10-16T20:00:00.000-04:00
55.05,53.0,0.0,0.0,2015-10-16T21:00:00.000-04:00
53.7,56.0,0.0,0.0,2015-10-16T22:00:00.000-04:00
52.42,59.0,0.0,100.0,2015-10-16T23:00:00.000-04:00
52.26,59.0,0.0,100.0,2015-10-17T00:00:00.000-04:00
51.54,61.0,0.0,100.0,2015-10-17T01:00:00.000-04:00
50.08,63.0,0.0,3.0,2015-10-17T02:00:00.000-04:00
48.84,65.0,0.0,0.0,2015-10-17T03:00:00.000-04:00
47.69,67.0,0.0,0.0,2015-10-17T04:00:00.000-04:00
46.68,68.0,0.0,0.0,2015-10-17T05:00:00.000-04:00
45.4,70.0,0.0,0.0,2015-10-17T06:00:00.000-04:00
44.43,82.0,0.0,0.0,2015-10-17T07:00:00.000-04:00
46.45,65.0,0.0,0.0,2015-10-17T08:00:00.000-04:00
48.01,54.0,0.0,0.0,2015-10-17T09:00:00.000-04:00
49.71,47.0,0.0,0.0,2015-10-17T10:00:00.000-04:00
51.11,41.0,0.0,10.0,2015-10-17T11:00:00.000-04:00
51.33,38.0,0.0,10.0,2015-10-17T12:00:00.000-04:00
52.19,34.0,0.0,10.0,2015-10-17T13:00:00.000-04:00
51.31,33.0,0.0,10.0,2015-10-17T14:00:00.000-04:00
